SchoolYear,DistrictCode,SchoolCode,DistrictName,DistrictType,SchoolName,SchoolType,Street1,Street2,City,State,Zip,County,LowestGrade,HighestGrade,EducationLevel,HasEC,HasPK,HasKN,HasElementaryGrade,HasMiddleGrade,HasHighGrade,IsUngraded,Geocoded Location
2014,31,180,Brandywine School District,Regular,Talley Middle School,PUBLIC,1110 Cypress Road,--,Wilmington,DE,198101999,New Castle,06,08,Middle,0,0,0,0,1,0,0,"1110 Cypress Road
Wilmington, DE 198101999
(39.822641, -75.471311)"
2012,29,17,Appoquinimink School District,Regular,Meredith (Everett) Middle School,PUBLIC,504 South Broad Street,--,Middletown,DE,197091196,New Castle,06,08,Middle,0,0,0,0,1,0,0,"504 South Broad Street
Middletown, DE 197091196
(39.44319, -75.715052)"
2013,82,581,Kuumba Academy Charter School,Charter,Kuumba Academy Charter School,PUBLIC,519 North Market Street,--,Wilmington,DE,19801,New Castle,KG,06,Middle,0,0,1,1,1,0,0,"519 North Market Street
Wilmington, DE 19801
(39.741295, -75.550694)"
2015,31,132,Brandywine School District,Regular,Maple Lane Elementary School,PUBLIC,100 Maple Lane,--,Claymont,DE,197032479,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"100 Maple Lane
Claymont, DE 197032479
(39.793202, -75.471947)"
2014,34,450,Colonial School District,Regular,The Colwyck Center,PUBLIC,12 Landers Lane,--,New Castle,DE,197202095,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"12 Landers Lane
New Castle, DE 197202095
(39.6879, -75.557262)"
2016,16,756,Laurel School District,Regular,Laurel Senior High School,PUBLIC,1133 South Central Avenue,--,Laurel,DE,199561491,Sussex,09,12,High,0,0,0,0,0,1,0,"1133 South Central Avenue
Laurel, DE 199561491
(38.547215, -75.569425)"
2016,9604,4040,Early College High School at Delaware State University,Charter,Early College High School at Delaware State University,PUBLIC,1200 North DuPont Highway,--,Dover,DE,19901,Kent,09,12,High,0,0,0,0,0,1,0,"1200 North DuPont Highway
Dover, DE 19901
(39.185359, -75.535431)"
2013,16,752,Laurel School District,Regular,North Laurel Elementary School,PUBLIC,300 Wilson Street,--,Laurel,DE,199561626,Sussex,02,04,Elementary,0,0,0,1,0,0,0,"300 Wilson Street
Laurel, DE 199561626
(38.566427, -75.570313)"
2013,32,246,Red Clay Consolidated School District,Regular,Lewis (William C.) Dual Language Elementary School,PUBLIC,920 North Van Buren Street,--,Wilmington,DE,198064540,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"920 North Van Buren Street
Wilmington, DE 198064540
(39.749152, -75.558867)"
2014,24,685,Smyrna School District,Regular,Smyrna Middle School,PUBLIC,700 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,06,08,Middle,0,0,0,0,1,0,0,"700 Duck Creek Parkway
Smyrna, DE 199771091
(39.303572, -75.624913)"
2016,36,690,Indian River School District,Regular,Long Neck Elementary School,PUBLIC,26064 School Lane,--,Millsboro,DE,199661199,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"26064 School Lane
Millsboro, DE 199661199
(38.629723, -75.184895)"
2015,36,732,Indian River School District,Regular,Clayton (John M.) Elementary School,PUBLIC,252 Clayton Ave,--,Frankford,DE,19945,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"252 Clayton Ave
Frankford, DE 19945
(38.535078, -75.235984)"
2015,79,578,Delaware Military Academy,Charter,Delaware Military Academy,PUBLIC,112 Middleboro Road,--,Wilmington,DE,19804,New Castle,09,12,High,0,0,0,0,0,1,0,"112 Middleboro Road
Wilmington, DE 19804
(39.721852, -75.584935)"
2016,23,761,Seaford School District,Regular,Blades Elementary School,PUBLIC,900 South Arch Street,--,Blades,DE,199734553,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"900 South Arch Street
Blades, DE 199734553
(38.630133, -75.60677)"
2013,36,738,Indian River School District,Regular,East Millsboro Elementary School,PUBLIC,29346 Iron Branch Road,--,Millsboro,DE,199661199,Sussex,PR,05,Elementary,1,1,1,1,0,0,0,"29346 Iron Branch Road
Millsboro, DE 199661199
(38.585342, -75.277848)"
2015,70,295,Charter School of Wilmington,Charter,Charter School of Wilmington,PUBLIC,100 North duPont Road,--,Wilmington,DE,198073199,New Castle,09,12,High,0,0,0,0,0,1,0,"100 North duPont Road
Wilmington, DE 198073199
(39.741248, -75.589405)"
2012,18,675,Milford School District,Regular,Milford Central Academy,PUBLIC,1021 N Walnut Street,--,Milford,DE,199631298,Kent,08,09,High,0,0,0,0,1,1,0,"1021 N Walnut Street
Milford, DE 199631298
(38.929829, -75.429403)"
2014,13,632,Capital School District,Regular,East Dover Elementary School,PUBLIC,852 South Little Creek Road,--,Dover,DE,199014797,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"852 South Little Creek Road
Dover, DE 199014797
(39.157118, -75.503875)"
2016,31,132,Brandywine School District,Regular,Maple Lane Elementary School,PUBLIC,100 Maple Lane,--,Claymont,DE,197032479,New Castle,KG,06,Middle,0,0,1,1,1,0,0,"100 Maple Lane
Claymont, DE 197032479
(39.793202, -75.471947)"
2013,15,660,Lake Forest School District,Regular,Lake Forest North Elementary School,PUBLIC,319 East Main Street,--,Felton,DE,199430296,Kent,PK,04,Elementary,0,1,1,1,0,0,0,"319 East Main Street
Felton, DE 199430296
(39.007042, -75.570285)"
2014,33,394,Christina School District,Regular,Newark High School,PUBLIC,750 East Delaware Avenue,--,Newark,DE,197117188,New Castle,09,12,High,0,0,0,0,0,1,0,"750 East Delaware Avenue
Newark, DE 197117188
(39.681591, -75.736414)"
2015,15,665,Lake Forest School District,Regular,Lake Forest High School,PUBLIC,5407 Killens Pond Road,--,Felton,DE,199439259,Kent,08,12,High,0,0,0,0,1,1,0,"5407 Killens Pond Road
Felton, DE 199439259
(38.989334, -75.551903)"
2014,18,668,Milford School District,Regular,Banneker (Benjamin) Elementary School,PUBLIC,449 North Street,--,Milford,DE,199631199,Kent,01,05,Elementary,0,0,0,1,0,0,0,"449 North Street
Milford, DE 199631199
(38.919454, -75.432178)"
2013,32,284,Red Clay Consolidated School District,Regular,Conrad Schools of Science,PUBLIC,201 Jackson Avenue,--,Wilmington,DE,198042199,New Castle,06,12,High,0,0,0,0,1,1,0,"201 Jackson Avenue
Wilmington, DE 198042199
(39.722605, -75.600528)"
2013,33,352,Christina School District,Regular,Bayard Middle School,PUBLIC,200 South duPont Street,--,Wilmington,DE,198053975,New Castle,06,08,Middle,0,0,0,0,1,0,0,"200 South duPont Street
Wilmington, DE 198053975
(39.74357, -75.57229)"
2015,35,780,Woodbridge School District,Regular,Woodbridge High School,PUBLIC,14712 Woodbridge Road,--,Greenwood,DE,19950,Sussex,09,12,High,0,0,0,0,0,1,0,"14712 Woodbridge Road
Greenwood, DE 19950
(38.783815, -75.615785)"
2013,33,356,Christina School District,Regular,Elbert-Palmer Elementary School,PUBLIC,1210 Lobdell Street,--,Wilmington,DE,198015404,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"1210 Lobdell Street
Wilmington, DE 198015404
(39.730971, -75.541699)"
2014,29,27,Appoquinimink School District,Regular,Townsend Early Childhood Center,PUBLIC,10 Brook Ramble Lane,--,Townsend,DE,19734,New Castle,PK,KG,,0,1,1,0,0,0,0,"10 Brook Ramble Lane
Townsend, DE 19734
(39.395649, -75.685285)"
2014,32,292,Red Clay Consolidated School District,Regular,duPont (Alexis I.) High School,PUBLIC,50 Hillside Road,--,Wilmington,DE,198072297,New Castle,09,12,High,0,0,0,0,0,1,0,"50 Hillside Road
Wilmington, DE 198072297
(39.778797, -75.599676)"
2013,32,252,Red Clay Consolidated School District,Regular,Baltz (Austin D.) Elementary School,PUBLIC,1500 Spruce Avenue,--,Wilmington,DE,198052195,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"1500 Spruce Avenue
Wilmington, DE 198052195
(39.743385, -75.600396)"
2014,89,588,Newark Charter School,Charter,Newark Charter School,PUBLIC,2001 Patriot Way,--,Newark,DE,19711,New Castle,KG,09,,0,0,1,1,1,1,0,"2001 Patriot Way
Newark, DE 19711
(39.661813, -75.775817)"
2013,32,516,Red Clay Consolidated School District,Regular,Meadowood Program,PUBLIC,55A South Meadowood Drive,--,Newark,DE,197116756,New Castle,PK,12,High,0,1,1,1,1,1,0,"55A South Meadowood Drive
Newark, DE 197116756
(39.706142, -75.683078)"
2014,38,66,New Castle County Vocational-Technical School,Regular,Hodgson (Paul M.) Vocational Technical High School,PUBLIC,2575 Glasgow Avenue,--,Newark,DE,197024756,New Castle,08,12,High,0,0,0,0,1,1,0,"2575 Glasgow Avenue
Newark, DE 197024756
(39.599281, -75.743041)"
2013,33,322,Christina School District,Regular,Leasure (May B.) Elementary School,PUBLIC,1015 Church Road,--,Newark,DE,19702,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"1015 Church Road
Newark, DE 19702
(39.620146, -75.68119)"
2013,10,620,Caesar Rodney School District,Regular,Simpson (W.B.) Elementary School,PUBLIC,5 Old North Road,--,Camden,DE,199341247,Kent,01,05,Elementary,0,0,0,1,0,0,0,"5 Old North Road
Camden, DE 199341247
(39.11888, -75.55001)"
2016,24,680,Smyrna School District,Regular,Clayton Elementary School,PUBLIC,510 West Main Street,--,Clayton,DE,199383400,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"510 West Main Street
Clayton, DE 199383400
(39.288887, -75.638344)"
2015,33,350,Christina School District,Regular,Bancroft Elementary School,PUBLIC,700 North Lombard Street,--,Wilmington,DE,198014299,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"700 North Lombard Street
Wilmington, DE 198014299
(39.740925, -75.544456)"
2015,32,530,Red Clay Consolidated School District,Regular,First State School,PUBLIC,501 West 14th Street,--,Wilmington,DE,19899,New Castle,KG,12,High,0,0,1,1,1,1,0,"501 West 14th Street
Wilmington, DE 19899
(39.750572, -75.548955)"
2013,33,326,Christina School District,Regular,McVey (Joseph M.) Elementary School,PUBLIC,908 Janice Drive,--,Newark,DE,197134099,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"908 Janice Drive
Newark, DE 197134099
(39.655492, -75.747698)"
2013,32,276,Red Clay Consolidated School District,Regular,duPont (H.B.) Middle School,PUBLIC,735 Meeting House Road,--,Hockessin,DE,197079245,New Castle,06,08,Middle,0,0,0,0,1,0,0,"735 Meeting House Road
Hockessin, DE 197079245
(39.799235, -75.692822)"
2016,23,760,Seaford School District,Regular,West Seaford Elementary School,PUBLIC,511 Sussex Avenue,--,Seaford,DE,199732041,Sussex,KG,05,Elementary,0,0,1,1,0,0,0,"511 Sussex Avenue
Seaford, DE 199732041
(38.642654, -75.632354)"
2013,29,27,Appoquinimink School District,Regular,Townsend Early Childhood Center,PUBLIC,10 Brook Ramble Lane,--,Townsend,DE,19734,New Castle,PK,KG,,0,1,1,0,0,0,0,"10 Brook Ramble Lane
Townsend, DE 19734
(39.395649, -75.685285)"
2014,17,728,Cape Henlopen School District,Regular,Sussex Consortium,PUBLIC,520 duPont Avenue,--,Lewes,DE,199581239,Sussex,PK,12,High,0,1,1,1,1,1,0,"520 duPont Avenue
Lewes, DE 199581239
(38.772664, -75.147812)"
2015,34,490,Colonial School District,Regular,Penn (William) High School,PUBLIC,713 East Basin Road,--,New Castle,DE,197204295,New Castle,09,12,High,0,0,0,0,0,1,0,"713 East Basin Road
New Castle, DE 197204295
(39.669578, -75.582891)"
2015,31,178,Brandywine School District,Regular,Springer Middle School,PUBLIC,2220 Shipley Road,--,Wilmington,DE,198032398,New Castle,06,08,Middle,0,0,0,0,1,0,0,"2220 Shipley Road
Wilmington, DE 198032398
(39.805359, -75.535141)"
2014,97,978,Dept. of Svs. for Children Youth & Their Fami,Service,Peoples Place Non-Secure Detention,SERVICE,909 N. Church St.,--,Milford,DE,19963,New Castle,KG,12,High,0,0,1,1,1,1,0,"909 N. Church St.
Milford, DE 19963
(38.926264, -75.429422)"
2014,33,540,Christina School District,Regular,Delaware School for the Deaf Secondary,PUBLIC,630 East Chestnut Hill Road,--,Newark,DE,197131814,New Castle,PK,12,High,0,1,1,1,1,1,0,"630 East Chestnut Hill Road
Newark, DE 197131814
(39.672843, -75.707236)"
2014,34,418,Colonial School District,Regular,Pleasantville Elementary School,PUBLIC,16 Pleasant Street,--,New Castle,DE,197203005,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"16 Pleasant Street
New Castle, DE 197203005
(39.66683, -75.625089)"
2013,10,615,Caesar Rodney School District,Regular,Kent Elementary Intensive Learning Center,PUBLIC,5 Old North Road,--,Camden,DE,199341247,Kent,KG,05,Elementary,0,0,1,1,0,0,0,"5 Old North Road
Camden, DE 199341247
(39.11888, -75.55001)"
2016,97,977,Dept. of Svs. for Children Youth & Their Families,Service,Ferris School for Boys,SERVICE,959 Centre Road,--,Wilmington,DE,198051268,New Castle,06,12,High,0,0,0,0,1,1,0,"959 Centre Road
Wilmington, DE 198051268
(39.75795, -75.60533)"
2013,29,24,Appoquinimink School District,Regular,Appoquinimink High School,PUBLIC,1080 Bunker Hill Road,--,Middletown,DE,19709,New Castle,09,12,High,0,0,0,0,0,1,0,"1080 Bunker Hill Road
Middletown, DE 19709
(39.457624, -75.743541)"
2014,38,26,New Castle County Vocational-Technical School,Regular,Howard High School of Technology,PUBLIC,401 East 12th Street,--,Wilmington,DE,198013400,New Castle,08,12,High,0,0,0,0,1,1,0,"401 East 12th Street
Wilmington, DE 198013400
(39.745691, -75.542604)"
2015,80,579,Family Foundations Academy,Charter,Family Foundations Academy,PUBLIC,1101 Delaware Street,--,New Castle,DE,19720,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"1101 Delaware Street
New Castle, DE 19720
(39.663942, -75.574668)"
2016,33,392,Christina School District,Regular,Glasgow High School,PUBLIC,1901 South College Avenue,--,Newark,DE,197022395,New Castle,09,12,High,0,0,0,0,0,1,0,"1901 South College Avenue
Newark, DE 197022395
(39.623019, -75.744065)"
2015,97,554,Dept. of Svs. for Children Youth & Their Families,Service,Cleveland White School,SERVICE,1825 Faulkland Road,--,Wilmington,DE,198051121,New Castle,KG,12,High,0,0,1,1,1,1,0,"1825 Faulkland Road
Wilmington, DE 198051121
(39.748366, -75.612591)"
2016,16,752,Laurel School District,Regular,North Laurel Elementary School,PUBLIC,300 Wilson Street,--,Laurel,DE,199561626,Sussex,02,04,Elementary,0,0,0,1,0,0,0,"300 Wilson Street
Laurel, DE 199561626
(38.566427, -75.570313)"
2012,18,676,Milford School District,Regular,Milford Middle School,PUBLIC,612 Lakeview Avenue,--,Milford,DE,199632920,Kent,05,08,Middle,0,0,0,1,1,0,0,"612 Lakeview Avenue
Milford, DE 199632920
(38.904564, -75.43744)"
2013,23,761,Seaford School District,Regular,Blades Elementary School,PUBLIC,900 South Arch Street,--,Blades,DE,199734553,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"900 South Arch Street
Blades, DE 199734553
(38.630133, -75.60677)"
2014,16,782,Laurel School District,Regular,Laurel Intermediate Middle School,PUBLIC,801 South Central Avenue,--,Laurel,DE,199561498,Sussex,05,08,Middle,0,0,0,1,1,0,0,"801 South Central Avenue
Laurel, DE 199561498
(38.550692, -75.569748)"
2015,33,540,Christina School District,Regular,Delaware School for the Deaf Secondary,PUBLIC,630 East Chestnut Hill Road,--,Newark,DE,197131814,New Castle,PK,12,High,0,1,1,1,1,1,0,"630 East Chestnut Hill Road
Newark, DE 197131814
(39.672843, -75.707236)"
2014,16,754,Laurel School District,Regular,Laurel Middle School,PUBLIC,801 South Central Avenue,--,Laurel,DE,199561498,Sussex,07,08,Middle,0,0,0,0,1,0,0,"801 South Central Avenue
Laurel, DE 199561498
(38.550692, -75.569748)"
2014,36,746,Indian River School District,Regular,Indian River High School,PUBLIC,29772 Armory Road,--,Dagsboro,DE,199459522,Sussex,08,12,High,0,0,0,0,1,1,0,"29772 Armory Road
Dagsboro, DE 199459522
(38.54485, -75.229646)"
2013,23,760,Seaford School District,Regular,West Seaford Elementary School,PUBLIC,511 Sussex Avenue,--,Seaford,DE,199732041,Sussex,KG,05,Elementary,0,0,1,1,0,0,0,"511 Sussex Avenue
Seaford, DE 199732041
(38.642654, -75.632354)"
2014,36,743,Indian River School District,Regular,Georgetown Middle School,PUBLIC,301 West Market Street,--,Georgetown,DE,199472399,Sussex,06,08,Middle,0,0,0,0,1,0,0,"301 West Market Street
Georgetown, DE 199472399
(38.685699, -75.391282)"
2015,38,80,New Castle County Vocational-Technical School District,Regular,Delcastle Technical High School,PUBLIC,1417 Newport Road,--,Wilmington,DE,198043499,New Castle,08,12,High,0,0,0,0,1,1,0,"1417 Newport Road
Wilmington, DE 198043499
(39.725966, -75.628634)"
2016,10,615,Caesar Rodney School District,Regular,Kent Elementary Intensive Learning Center,PUBLIC,5 Old North Road,--,Camden,DE,199341247,Kent,KG,05,Elementary,0,0,1,1,0,0,0,"5 Old North Road
Camden, DE 199341247
(39.11888, -75.55001)"
2016,18,670,Milford School District,Regular,Morris (Evelyn I.) Early Childhood,PUBLIC,8609 Third Street,--,Lincoln,DE,199609998,Kent,PR,KG,,1,1,1,0,0,0,0,"8609 Third Street
Lincoln, DE 199609998
(38.869552, -75.418982)"
2013,16,753,Laurel School District,Regular,Dunbar (Paul Laurence) Elementary School,PUBLIC,499 West Sixth Street,--,Laurel,DE,199561363,Sussex,PK,01,Elementary,0,1,1,1,0,0,0,"499 West Sixth Street
Laurel, DE 199561363
(38.557111, -75.581982)"
2013,32,264,Red Clay Consolidated School District,Regular,Mote (Anna P.) Elementary School,PUBLIC,2110 Edwards Avenue,--,Wilmington,DE,198083195,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"2110 Edwards Avenue
Wilmington, DE 198083195
(39.735943, -75.636926)"
2016,34,422,Colonial School District,Regular,Wilbur (Kathleen H.) Elementary,PUBLIC,4050 Wrangle Hill Road,--,Bear,DE,19701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"4050 Wrangle Hill Road
Bear, DE 19701
(39.581239, -75.667048)"
2015,24,684,Smyrna School District,Regular,North Smyrna Elementary School,PUBLIC,365 North Main Street,--,Smyrna,DE,199771092,Kent,PR,06,Middle,1,1,1,1,1,0,0,"365 North Main Street
Smyrna, DE 199771092
(39.304932, -75.612411)"
2012,29,10,Appoquinimink School District,Regular,Silver Lake Elementary School,PUBLIC,200 East Cochran Street,--,Middletown,DE,197091496,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"200 East Cochran Street
Middletown, DE 197091496
(39.447971, -75.711045)"
2014,9,3850,ECAP/Day Care/Nursery Schools,Service,Part C Birth to 3 Program,SERVICE,401 Federal St,--,Dover,DE,19903,New Castle,PR,PR,Early Childhood,1,0,0,0,0,0,0,"401 Federal St
Dover, DE 19903
(39.157772, -75.522434)"
2014,33,330,Christina School District,Regular,Smith (Jennie E.) Elementary School,PUBLIC,142 Brennen Drive,--,Newark,DE,197133998,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"142 Brennen Drive
Newark, DE 197133998
(39.674029, -75.713725)"
2012,24,681,Smyrna School District,Regular,Sunnyside Elementary School,PUBLIC,123  Rabbit Chase Road,--,Smyrna,DE,19977,Kent,KG,04,Elementary,0,0,1,1,0,0,0,"123 Rabbit Chase Road
Smyrna, DE 19977
(39.272563, -75.61271)"
2015,34,418,Colonial School District,Regular,Pleasantville Elementary School,PUBLIC,16 Pleasant Street,--,New Castle,DE,197203005,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"16 Pleasant Street
New Castle, DE 197203005
(39.66683, -75.625089)"
2016,29,20,Appoquinimink School District,Regular,Loss (Olive B.) Elementary School,PUBLIC,200 Brennan Boulevard,--,Bear,DE,19701,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"200 Brennan Boulevard
Bear, DE 19701
(39.559458, -75.741877)"
2012,17,724,Cape Henlopen School District,Regular,Beacon Middle School,PUBLIC,19483 John J. Williams Highway,--,Lewes,DE,19958,Sussex,04,08,Middle,0,0,0,1,1,0,0,"19483 John J. Williams Highway
Lewes, DE 19958
(38.715342, -75.150692)"
2012,29,11,Appoquinimink School District,Regular,Cedar Lane Elementary School,PUBLIC,1259 Cedar Lane Road,--,Middletown,DE,197099636,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"1259 Cedar Lane Road
Middletown, DE 197099636
(39.501152, -75.685744)"
2013,31,190,Brandywine School District,Regular,Brandywine High School,PUBLIC,1400 Foulk Road,--,Wilmington,DE,198032794,New Castle,09,12,High,0,0,0,0,0,1,0,"1400 Foulk Road
Wilmington, DE 198032794
(39.80007, -75.522675)"
2016,10,610,Caesar Rodney School District,Regular,Allen Frear Elementary School,PUBLIC,238 Sorghum Mill Road,--,Camden,DE,19934,Kent,01,05,Elementary,0,0,0,1,0,0,0,"238 Sorghum Mill Road
Camden, DE 19934
(39.102626, -75.512466)"
2015,34,514,Colonial School District,Regular,Leach (John G.) School,PUBLIC,10 Landers Lane,--,New Castle,DE,197202094,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Landers Lane
New Castle, DE 197202094
(39.688336, -75.558113)"
2014,18,673,Milford School District,Regular,Mispillion Elementary,PUBLIC,311 Lovers Lane,--,Milford,DE,199632699,Kent,01,05,Elementary,0,0,0,1,0,0,0,"311 Lovers Lane
Milford, DE 199632699
(38.906958, -75.416595)"
2016,66,565,Delaware College Preparatory Academy,Charter,Delaware College Preparatory Academy,PUBLIC,510 West 28th Street,--,Wilmington,DE,19802,New Castle,KG,04,Elementary,0,0,1,1,0,0,0,"510 West 28th Street
Wilmington, DE 19802
(39.759885, -75.537509)"
2015,17,724,Cape Henlopen School District,Regular,Beacon Middle School,PUBLIC,19483 John J. Williams Highway,--,Lewes,DE,19958,Sussex,04,08,Middle,0,0,0,1,1,0,0,"19483 John J. Williams Highway
Lewes, DE 19958
(38.715342, -75.150692)"
